,zpid,latitude,longitude,usecode,bathrooms,bedrooms,zipcode,price,lotSizeSqFt
0,31947881,40.780026,-73.916672,SingleFamily,1.0,3,11105,1288952,2500
1,94721614,40.77083,-73.90318,MultiFamily2To4,1.0,1,11105,550596,0
2,94721483,40.77083,-73.90318,MultiFamily2To4,1.0,2,11105,679430,0
3,31947885,40.779837,-73.916406,SingleFamily,1.0,3,11105,1398531,2500
4,31943243,40.768852,-73.900892,Triplex,0.0,0,11105,1293072,2200
5,31943244,40.768754,-73.900791,Duplex,0.0,0,11105,1155868,2180
6,31943245,40.768724,-73.900656,Triplex,0.0,0,11105,1165071,1768
7,31943257,40.768739,-73.900724,Triplex,0.0,0,11105,1136988,1870
8,31943285,40.76958,-73.901833,Duplex,0.0,0,11105,1222811,1900
9,31943286,40.769521,-73.901803,Duplex,0.0,0,11105,950504,1805
10,31943287,40.769484,-73.901751,Duplex,0.0,0,11105,953342,1805
11,31943288,40.769447,-73.901699,SingleFamily,1.0,2,11105,864435,1805
12,31943289,40.769411,-73.901647,Duplex,0.0,0,11105,951511,1805
13,31943290,40.769375,-73.901596,Duplex,0.0,0,11105,1017597,1805
14,31943291,40.769339,-73.901544,Duplex,1.0,1,11105,987550,1805
15,31943292,40.769339,-73.901544,SingleFamily,3.0,4,11105,984210,1900
16,31943293,40.769252,-73.901449,MultiFamily2To4,2.0,6,11105,1113182,2371
17,31943315,40.769362,-73.900713,SingleFamily,0.0,0,11105,0,3000
18,31943316,40.769301,-73.900544,MultiFamily2To4,3.0,5,11105,1201217,2200
19,31943317,40.769262,-73.90049,MultiFamily2To4,3.0,3,11105,929739,2200
20,31943359,40.769184,-73.90038,Triplex,0.0,0,11105,1261053,6650
21,31943360,40.769055,-73.900222,Duplex,0.0,0,11105,1101676,2000
22,31943362,40.76911,-73.900255,Duplex,0.0,0,11105,1134982,2200
23,31943414,40.769581,-73.900928,SingleFamily,1.0,2,11105,837637,2216
24,31943415,40.769624,-73.900989,Duplex,0.0,0,11105,1396892,2503
25,31949356,40.640753,-74.034718,Condominium,0.0,0,11102,0,0
26,2098005334,40.773104,-73.926084,SingleFamily,2.0,3,11102,877185,0
27,2088534884,40.770401,-73.920402,Condominium,1.0,1,11102,607791,0
28,2089608941,40.770401,-73.920402,Condominium,1.0,1,11102,606591,0
29,31936880,40.772317,-73.930578,MultiFamily2To4,2.0,0,11102,1672221,2637
30,31936881,40.772563,-73.931532,VacantResidentialLand,0.0,0,11102,0,1848
31,31936882,40.772624,-73.931591,VacantResidentialLand,0.0,0,11102,0,2383
32,31936883,40.772646,-73.931664,MultiFamily2To4,3.0,5,11102,1595114,2349
33,31936884,40.772782,-73.93212,SingleFamily,0.0,0,11102,0,2538
34,31936885,40.772775,-73.932227,SingleFamily,0.0,0,11102,0,2035
35,31936886,40.772822,-73.932399,SingleFamily,0.0,0,11102,0,1875
36,31936897,40.772309,-73.929146,MultiFamily2To4,2.0,3,11102,971628,1512
37,31936898,40.77236,-73.929243,MultiFamily2To4,1.0,1,11102,1160420,2424
38,31936899,40.772358,-73.929329,SingleFamily,0.0,0,11102,0,2424
39,31936900,40.772356,-73.929413,SingleFamily,1.0,2,11102,1537502,2480
40,31936901,40.772354,-73.929501,Apartment,1.0,1,11102,0,2500
41,31936902,40.772355,-73.929591,SingleFamily,0.0,0,11102,0,2520
42,31936903,40.772357,-73.929676,SingleFamily,0.0,0,11102,0,2700
43,31936904,40.77236,-73.929806,SingleFamily,0.0,0,11102,0,5764
44,31936936,40.771961,-73.929223,SingleFamily,0.0,0,11102,0,1940
45,31936937,40.77193,-73.929318,MultiFamily2To4,1.0,1,11102,692460,1385
46,31936938,40.771927,-73.92939,SingleFamily,0.0,0,11102,0,1380
47,31936939,40.771924,-73.929464,SingleFamily,0.0,0,11102,0,1380
48,31936940,40.771922,-73.929537,SingleFamily,5.0,3,11102,1400425,1380
49,31937389,40.772017,-73.928166,Triplex,0.0,0,11102,1663604,1454
50,2085989830,40.765317,-73.920815,MultiFamily2To4,1.0,3,11102,675243,0
51,145596585,40.769887,-73.928552,Duplex,0.0,0,11102,1324334,2328
52,145596586,40.769887,-73.928552,Duplex,0.0,0,11102,1324334,2328
53,2095914011,40.768197,-73.927181,Apartment,1.0,1,11102,0,0
54,31937336,40.770517,-73.929777,Duplex,0.0,0,11102,1342909,2500
55,31937337,40.770481,-73.9297,MultiFamily2To4,1.0,3,11102,1033923,2500
56,31937338,40.770446,-73.929625,MultiFamily2To4,1.0,3,11102,990058,2500
57,31937339,40.770373,-73.929581,Apartment,1.0,3,11102,0,3500
58,31937340,40.770331,-73.929512,Duplex,0.0,0,11102,1341372,3418
59,31937341,40.770296,-73.929435,MultiFamily2To4,2.5,5,11102,1241777,3418
60,31937342,40.770261,-73.92936,MultiFamily2To4,1.0,0,11102,915638,3418
61,31937343,40.770225,-73.929282,MultiFamily2To4,3.0,5,11102,1357987,3419
62,31937344,40.770189,-73.929206,Duplex,0.0,0,11102,1461457,3443
63,31937345,40.770155,-73.92913,MultiFamily2To4,2.0,4,11102,1385746,3450
64,31937346,40.770119,-73.929054,MultiFamily2To4,2.0,4,11102,1516774,3443
65,31937347,40.770084,-73.928978,Duplex,0.0,0,11102,1442806,3443
66,31937348,40.770049,-73.928902,MultiFamily2To4,3.0,6,11102,1580702,3441
67,31937349,40.770013,-73.928826,Duplex,0.0,0,11102,1571718,3461
68,31937350,40.769975,-73.928749,Duplex,0.0,0,11102,1399146,3461
69,31937351,40.769959,-73.928654,Duplex,0.0,0,11102,1347061,3552
70,31937352,40.769911,-73.928604,Duplex,0.0,0,11102,1272228,2328
71,31937353,40.769862,-73.928499,MultiFamily2To4,2.0,2,11102,1064363,2331
72,31937354,40.769879,-73.928386,Duplex,0.0,0,11102,1715919,2787
73,31937355,40.769837,-73.928296,Duplex,0.0,0,11102,1799395,2375
74,31937356,40.7698,-73.928219,Duplex,0.0,0,11102,1797450,2375
75,248765987,40.76019,-73.9329,SingleFamily,0.0,0,11106,0,2000
76,83056383,40.752254,-73.855818,Quadruplex,0.0,0,11368,1376881,3125
77,2110021882,40.759239,-73.982749,Unknown,0.0,0,10020,590054,0
78,2097787754,40.750211,-73.99595,SingleFamily,1.0,2,10001,1192784,0
79,2089624535,40.75109,-74.002129,MultiFamily2To4,2.0,2,10001,1408035,0
80,2086171323,40.75109,-74.002129,MultiFamily2To4,1.0,1,10001,763551,0
81,2087376454,40.752236,-73.998815,Apartment,1.0,1,10001,0,0
82,2090376970,40.747842,-73.989412,MultiFamily2To4,1.0,1,10001,795492,0
83,2091861983,40.747842,-73.989412,MultiFamily2To4,1.0,0,10001,512450,0
84,2092101862,40.747842,-73.989412,MultiFamily2To4,1.0,0,10001,516838,0
85,2092930173,40.747842,-73.989412,MultiFamily2To4,1.0,1,10001,792048,0
86,2104007914,40.748723,-73.990137,MultiFamily2To4,1.0,1,10001,726468,0
87,2106835192,40.748723,-73.990137,Unknown,0.0,0,10001,609369,0
88,2108021602,40.74866,-73.99023,MultiFamily2To4,1.0,1,10001,734960,0
89,2113409141,40.74709,-73.98667,MultiFamily2To4,1.0,1,10001,809306,0
90,2115339197,40.748723,-73.990137,MultiFamily2To4,1.0,1,10001,714440,0
91,2117465483,40.748723,-73.990137,MultiFamily2To4,1.0,1,10001,834513,0
92,2117750611,40.747088,-73.986674,MultiFamily2To4,2.0,2,10001,1369080,0
93,2119079232,40.74866,-73.99023,SingleFamily,1.0,0,10001,519184,0
94,2122736525,40.748723,-73.990137,Apartment,1.0,1,10001,0,0
95,2125728933,40.747088,-73.986674,Apartment,1.0,1,10001,0,0
96,2127234543,40.747088,-73.986674,Apartment,1.0,2,10001,0,0
97,2127445327,40.748723,-73.990137,MultiFamily2To4,1.0,1,10001,726647,0
98,2127593167,40.74704,-73.98667,MultiFamily2To4,1.0,1,10001,654346,0
99,2086362141,40.752139,-73.99859,MultiFamily5Plus,1.0,1,10001,0,0
100,65316565,40.749363,-73.998532,MultiFamily2To4,1.0,0,10001,733147,0
101,2086245216,40.7485,-73.995796,Condominium,2.0,2,10001,1443142,0
102,31504238,40.744846,-73.988264,SingleFamily,0.0,0,10001,0,2469
103,2097641459,40.742871,-74.001578,SingleFamily,2.0,2,10011,1696904,0
104,2107078690,40.744743,-73.996449,MultiFamily5Plus,1.0,0,10011,0,0
105,2109240791,40.744743,-73.996449,Apartment,1.0,0,10011,0,0
106,2118375880,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0
107,2092968297,40.744743,-73.996449,Apartment,1.0,0,10011,0,0
108,2093292261,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0
109,2093912569,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0
110,2094587554,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0
111,2095044566,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0
112,2096130204,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0
113,2096287828,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0
114,2096849915,40.744743,-73.996449,MultiFamily2To4,1.0,2,10011,1187649,0
115,2086036639,40.744743,-73.996449,MultiFamily5Plus,1.0,0,10011,0,0
116,2097960350,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0
117,2099257708,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0
118,2099439191,40.74474,-73.99643,MultiFamily2To4,1.0,0,10011,575002,0
119,2099538618,40.744743,-73.996449,Apartment,1.0,0,10011,0,0
120,2100546119,40.74474,-73.99643,MultiFamily2To4,1.0,0,10011,575002,0
121,2100546122,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0
122,2100546123,40.74474,-73.99643,MultiFamily2To4,1.0,1,10011,762151,0
123,2100546124,40.74474,-73.99643,MultiFamily2To4,1.0,0,10011,575002,0
124,2100889364,40.74474,-73.99643,MultiFamily2To4,1.0,0,10011,575002,0
125,2107078697,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0
126,2107666091,40.744739,-73.996429,Unknown,0.0,0,10011,876299,0
127,2107666101,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0
128,2108150493,40.6176,-74.0826,Unknown,0.0,0,10012,399756,0
129,2112406078,40.6176,-74.0826,MultiFamily2To4,1.0,1,10012,526374,0
130,2114415996,40.6176,-74.0826,MultiFamily2To4,1.0,1,10012,526374,0
131,2127123502,40.6176,-74.0826,MultiFamily2To4,1.0,0,10012,553641,0
132,2128013508,40.618198,-74.08332,MultiFamily2To4,1.0,1,10012,519740,0
133,31497182,40.722593,-73.994209,MultiFamily2To4,1.0,1,10012,980476,10396
134,31497466,40.722768,-73.993775,MultiFamily2To4,1.0,1,10012,965916,0
135,31497470,40.722768,-73.993775,MultiFamily2To4,1.0,1,10012,967244,0
136,31497479,40.722768,-73.993775,MultiFamily2To4,1.0,1,10012,1095653,0
137,2086546309,40.722768,-73.993775,MultiFamily2To4,2.0,2,10012,1791591,0
138,2107282788,40.722768,-73.993775,MultiFamily2To4,1.0,1,10012,761527,0
139,2097667329,40.725787,-73.998265,SingleFamily,2.0,2,10012,2292714,11616
140,2097733198,40.725787,-73.998265,SingleFamily,2.0,4,10012,2825689,1484
141,2097757498,40.725787,-73.998265,SingleFamily,1.0,3,10012,2181743,0
142,2097830494,40.725787,-73.998265,SingleFamily,1.0,3,10012,2181743,0
143,2097992156,40.725787,-73.998265,MultiFamily2To4,2.0,4,10012,2571800,0
144,31497160,40.722593,-73.994209,Condominium,1.0,1,10012,1457822,10396
145,31497161,40.722593,-73.994209,Condominium,0.0,0,10012,1287045,10396
146,31497162,40.722593,-73.994209,Condominium,0.0,0,10012,1265878,10396
147,31497163,40.722593,-73.994209,Condominium,0.0,0,10012,1849043,10396
148,31497165,40.722593,-73.994209,Condominium,1.0,1,10012,1166054,10396
149,31497166,40.722593,-73.994209,Condominium,0.0,0,10012,1695797,10396
150,31497169,40.722593,-73.994209,Condominium,1.0,2,10012,1459152,10396
151,31497171,40.722593,-73.994209,Condominium,0.0,0,10012,1265878,10396
152,31497172,40.722593,-73.994209,MultiFamily2To4,2.0,3,10012,2009372,10396
153,32284673,40.625347,-74.078752,MultiFamily2To4,0.0,0,10304,607578,2250
154,32284675,40.6251,-74.080061,SingleFamily,0.0,0,10304,0,4500
155,143698402,40.625001,-74.080154,SingleFamily,0.0,0,10304,0,3000
156,143698403,40.624955,-74.080197,VacantResidentialLand,0.0,0,10304,0,3000
157,143698404,40.624902,-74.080247,VacantResidentialLand,0.0,0,10304,0,4500
158,143698405,40.624832,-74.080307,VacantResidentialLand,0.0,0,10304,0,4250
159,143698406,40.624685,-74.080311,VacantResidentialLand,0.0,0,10304,0,5562
160,32284674,40.625706,-74.078314,SingleFamily,0.0,0,10304,465024,3374
161,32284194,40.626848,-74.075389,SingleFamily,0.0,0,10304,0,1340
162,32284676,40.625045,-74.080113,SingleFamily,0.0,0,10304,0,3000
163,63385277,40.625777,-74.078253,SingleFamily,0.0,0,10304,0,3773
164,64862392,40.626569,-74.07515,SingleFamily,0.0,0,10304,0,1065
165,143697714,40.626906,-74.075225,SingleFamily,0.0,0,10304,0,2300
166,143698325,40.626371,-74.076462,VacantResidentialLand,0.0,0,10304,0,2837
167,143698326,40.626396,-74.076195,SingleFamily,0.0,0,10304,0,2260
168,143698327,40.626415,-74.075995,VacantResidentialLand,0.0,0,10304,0,2450
169,143698377,40.625069,-74.078953,SingleFamily,0.0,0,10304,0,6300
170,143698378,40.624932,-74.079194,SingleFamily,0.0,0,10304,0,1550
171,143698397,40.625963,-74.07914,VacantResidentialLand,0.0,0,10304,0,39940
172,143698398,40.625477,-74.079641,VacantResidentialLand,0.0,0,10304,0,3600
173,143698399,40.625404,-74.079777,VacantResidentialLand,0.0,0,10304,0,9000
174,32284198,40.626568,-74.075076,SingleFamily,0.0,0,10304,0,1703
175,32284642,40.626322,-74.076969,SingleFamily,0.0,0,10304,0,5575
176,32284643,40.626362,-74.076557,SingleFamily,0.0,0,10304,0,2498
177,32284672,40.624876,-74.079269,SingleFamily,0.0,0,10304,0,764
178,32284673,40.625347,-74.078752,MultiFamily2To4,0.0,0,10304,607578,2250
179,32284675,40.6251,-74.080061,SingleFamily,0.0,0,10304,0,4500
180,143698402,40.625001,-74.080154,SingleFamily,0.0,0,10304,0,3000
181,143698403,40.624955,-74.080197,VacantResidentialLand,0.0,0,10304,0,3000
182,143698404,40.624902,-74.080247,VacantResidentialLand,0.0,0,10304,0,4500
183,143698405,40.624832,-74.080307,VacantResidentialLand,0.0,0,10304,0,4250
184,143698406,40.624685,-74.080311,VacantResidentialLand,0.0,0,10304,0,5562
185,32284674,40.625706,-74.078314,SingleFamily,0.0,0,10304,465024,3374
186,32284194,40.626848,-74.075389,SingleFamily,0.0,0,10304,0,1340
187,32284676,40.625045,-74.080113,SingleFamily,0.0,0,10304,0,3000
188,63385277,40.625777,-74.078253,SingleFamily,0.0,0,10304,0,3773
189,64862392,40.626569,-74.07515,SingleFamily,0.0,0,10304,0,1065
190,143697714,40.626906,-74.075225,SingleFamily,0.0,0,10304,0,2300
191,143698325,40.626371,-74.076462,VacantResidentialLand,0.0,0,10304,0,2837
192,143698326,40.626396,-74.076195,SingleFamily,0.0,0,10304,0,2260
193,143698327,40.626415,-74.075995,VacantResidentialLand,0.0,0,10304,0,2450
194,143698377,40.625069,-74.078953,SingleFamily,0.0,0,10304,0,6300
195,143698378,40.624932,-74.079194,SingleFamily,0.0,0,10304,0,1550
196,143698397,40.625963,-74.07914,VacantResidentialLand,0.0,0,10304,0,39940
197,143698398,40.625477,-74.079641,VacantResidentialLand,0.0,0,10304,0,3600
198,143698399,40.625404,-74.079777,VacantResidentialLand,0.0,0,10304,0,9000
199,32284198,40.626568,-74.075076,SingleFamily,0.0,0,10304,0,1703
200,32284642,40.626322,-74.076969,SingleFamily,0.0,0,10304,0,5575
201,32284643,40.626362,-74.076557,SingleFamily,0.0,0,10304,0,2498
202,32284672,40.624876,-74.079269,SingleFamily,0.0,0,10304,0,764
203,112110341,40.627162,-74.135764,SingleFamily,0.0,0,10302,0,4150
204,112110491,40.62709,-74.135852,SingleFamily,0.0,0,10302,0,2050
205,112112919,40.626881,-74.136108,SingleFamily,0.0,0,10302,0,2418
206,112115063,40.627841,-74.134918,SingleFamily,0.0,0,10302,0,1488
207,112115077,40.626991,-74.135973,SingleFamily,0.0,0,10302,0,6075
208,112117862,40.628771,-74.133118,SingleFamily,0.0,0,10302,0,248
209,250527435,40.62848,-74.13414,SingleFamily,0.0,0,10302,0,3100
210,247626164,40.7965,-74.14551,Duplex,0.0,0,7109,0,3001
211,251084372,40.7848,-74.15114,Duplex,0.0,0,7109,0,3607
212,2097733290,40.708422,-74.011396,SingleFamily,2.0,2,10006,1639663,0
213,2097992577,40.708422,-74.011396,SingleFamily,1.0,3,10006,1536089,0
214,52896995,40.92096,-74.113289,SingleFamily,0.0,0,7410,369864,5001
215,37897297,40.921088,-74.113351,SingleFamily,0.0,0,7410,431601,4901
216,37897293,40.921729,-74.113652,SingleFamily,0.0,0,7410,317194,5001
217,37897263,40.918942,-74.112907,SingleFamily,0.0,0,7410,311600,7022
218,2098789745,40.9197,-74.1119,SingleFamily,2.0,1,7410,444206,5001
219,2098921116,40.921216,-74.11341,SingleFamily,2.0,5,7410,626228,0
220,2110755307,40.9216,-74.113588,SingleFamily,1.5,3,7410,485518,0
221,37897301,40.920347,-74.113004,SingleFamily,0.0,0,7410,410200,7200
222,37897302,40.920028,-74.112856,SingleFamily,0.0,0,7410,346670,7031
223,37897304,40.919673,-74.11269,SingleFamily,0.0,0,7410,330464,6761
224,37897305,40.919493,-74.112606,SingleFamily,0.0,0,7410,341317,6761
225,37897306,40.919315,-74.112523,SingleFamily,0.0,0,7410,341377,6761
226,37897307,40.919138,-74.112441,SingleFamily,2.0,4,7410,351860,6760
227,37897308,40.918961,-74.112358,SingleFamily,0.0,0,7410,328092,6695
228,37897309,40.918783,-74.112274,SingleFamily,0.0,0,7410,457962,6695
229,37897310,40.918601,-74.112187,SingleFamily,0.0,0,7410,354065,6761
230,37897317,40.921216,-74.113941,SingleFamily,0.0,0,7410,333184,3751
231,37897318,40.921087,-74.113879,SingleFamily,0.0,0,7410,378871,3751
232,37897319,40.920905,-74.113746,SingleFamily,0.0,0,7410,542989,5001
233,37897264,40.919201,-74.112994,SingleFamily,0.0,0,7410,332016,8250
234,52896996,40.92037,-74.113592,SingleFamily,0.0,0,7410,452081,7000
235,37897269,40.919613,-74.113171,SingleFamily,0.0,0,7410,333123,6303
236,37897270,40.919789,-74.113318,SingleFamily,0.0,0,7410,438348,5001
237,37897296,40.921216,-74.11341,SingleFamily,0.0,0,7410,408942,5001
238,37897303,40.91985,-74.112773,SingleFamily,0.0,0,7410,366668,6761
239,2099872762,40.76878,-73.92111,MultiFamily2To4,1.0,1,11201,584930,0
240,2100959122,40.689952,-73.99221,MultiFamily2To4,1.0,1,11201,649847,0
241,2114586436,40.690027,-73.992,Apartment,1.0,1,11201,0,0
242,2115880239,40.690027,-73.992,MultiFamily2To4,1.0,1,11201,651536,0
243,30568021,40.691475,-73.991844,Apartment,1.0,0,11201,0,2460
244,30568022,40.691126,-73.991895,SingleFamily,0.0,0,11201,0,676
245,30568124,40.690189,-73.992405,SingleFamily,0.0,0,11201,0,1892
246,30568125,40.690124,-73.992436,SingleFamily,0.0,0,11201,0,1892
247,30568142,40.688514,-73.992653,SingleFamily,0.0,0,11201,0,1922
248,30568143,40.68858,-73.992615,SingleFamily,1.0,2,11201,3596758,1999
249,30568144,40.68863,-73.992546,SingleFamily,0.0,0,11201,0,2578
250,30568147,40.688841,-73.992521,SingleFamily,0.0,0,11201,0,2250
251,30568148,40.688975,-73.992463,SingleFamily,0.0,0,11201,0,2125
252,30568155,40.688034,-73.992823,SingleFamily,0.0,0,11201,0,2051
253,30568156,40.688091,-73.992819,MultiFamily2To4,1.0,0,11201,1713512,1774
254,30568159,40.688247,-73.992749,SingleFamily,0.0,0,11201,0,2298
255,30568160,40.688313,-73.99271,SingleFamily,0.0,0,11201,0,2400
256,30568319,40.688747,-73.993106,SingleFamily,0.0,0,11201,0,1875
257,30568395,40.688248,-73.993354,Apartment,1.0,3,11201,0,2027
258,30568396,40.688188,-73.993383,SingleFamily,0.0,0,11201,0,1600
259,30568397,40.688149,-73.993443,SingleFamily,0.0,0,11201,0,2000
260,30568398,40.688097,-73.993468,SingleFamily,0.0,0,11201,0,2000
261,30568399,40.688044,-73.993493,SingleFamily,0.0,0,11201,0,2000
262,30568627,40.686689,-73.994101,Apartment,2.0,2,11201,0,1532
263,30568628,40.686636,-73.994126,Apartment,2.0,3,11201,0,1640
264,30615470,40.689548,-73.977422,MultiFamily2To4,1.0,1,11217,906645,2500
265,30615471,40.68959,-73.977245,MultiFamily2To4,1.0,0,11217,0,1577
266,30615605,40.689448,-73.974594,Triplex,0.0,0,11217,3514050,2000
267,30615606,40.689445,-73.974522,MultiFamily2To4,3.5,6,11217,1294744,2000
268,30615608,40.68955,-73.9743,Quadruplex,0.0,0,11217,3706389,710
269,30615655,40.689416,-73.973562,MultiFamily2To4,1.0,0,11217,1432467,1855
270,30615657,40.689416,-73.973413,SingleFamily,0.0,5,11217,3670273,1988
271,30615658,40.689419,-73.973337,SingleFamily,0.0,0,11217,0,1899
272,142854642,40.689578,-73.977326,Townhouse,2.0,3,11217,4517630,1980
273,2136234855,40.68955,-73.977313,MultiFamily2To4,3.0,0,11217,2829103,5775
274,30615630,40.689505,-73.974401,Duplex,0.0,0,11217,1698770,810
275,30615607,40.689502,-73.974456,MultiFamily2To4,1.5,2,11217,1447901,848
276,30615604,40.689452,-73.974667,Apartment,3.5,4,11217,0,2000
277,30615659,40.689411,-73.973255,SingleFamily,0.0,0,11217,0,1397
278,30615656,40.689418,-73.97349,MultiFamily2To4,3.0,5,11217,2726616,1071
279,244994961,40.689595,-73.977228,Quadruplex,0.0,0,11217,4073313,1577
280,245025473,40.689595,-73.977228,Quadruplex,0.0,0,11217,4073313,1577
281,2121221932,40.689781,-73.97747,MultiFamily2To4,1.0,0,11217,515832,0
282,2106921336,40.689785,-73.97763,Unknown,0.0,0,11217,1170060,0
283,2100549751,40.689416,-73.973562,Townhouse,1.0,2,11217,1070530,0
284,2102208429,40.6894,-73.97357,Townhouse,1.0,2,11217,1070965,0
285,2104525878,40.689416,-73.973562,Townhouse,2.5,3,11217,1733776,0
286,2097053052,40.689548,-73.977422,Apartment,1.0,0,11217,0,0
287,2098870761,40.68949,-73.97446,MultiFamily2To4,1.0,1,11217,764777,0
288,2105559562,40.689498,-73.974456,Condominium,1.0,1,11217,729856,0
289,142796539,40.67799,-73.983853,VacantResidentialLand,0.0,0,11217,0,0
290,30584633,40.708473,-73.964981,Condominium,1.0,0,11215,0,0
291,2096886495,40.670359,-73.989375,Unknown,0.0,0,11215,1106693,0
292,2097660097,40.66762,-73.980757,SingleFamily,2.0,2,11215,1337600,0
293,89069372,40.660269,-73.99191,Condominium,0.0,0,11215,626790,0
294,94718949,40.674925,-73.98385,Condominium,2.0,2,11215,1426203,0
295,89073168,40.675068,-73.983994,Condominium,2.0,2,11215,1184881,0
296,89071620,40.675126,-73.984265,Condominium,2.0,2,11215,1258141,0
297,89067095,40.675126,-73.984265,Condominium,1.0,1,11215,932433,0
298,2096274861,40.658993,-73.989975,Unknown,0.0,0,11215,936952,0
299,2096791265,40.671865,-73.99132,Unknown,0.0,0,11215,1126894,0
300,2101657056,40.672428,-73.97955,MultiFamily2To4,1.0,1,11215,635000,0
301,30584618,40.670751,-73.988952,Triplex,0.0,0,11215,3159049,2000
302,30584619,40.670787,-73.989027,MultiFamily2To4,1.0,2,11215,1080962,2000
303,30584620,40.670824,-73.989103,MultiFamily2To4,3.0,4,11215,2238845,2000
304,30584621,40.67086,-73.989179,MultiFamily2To4,2.0,6,11215,2005576,2000
305,30584622,40.671064,-73.989596,Duplex,0.0,0,11215,2997135,4500
306,30584623,40.671127,-73.989693,SingleFamily,7.0,8,11215,3375542,1800
307,30584624,40.671158,-73.989757,Apartment,2.0,3,11215,1532706,1200
308,30584626,40.671217,-73.989878,Triplex,0.0,0,11215,3080143,1800
309,30584627,40.671245,-73.989938,Apartment,1.0,1,11215,0,1755
310,30584632,40.670961,-73.989319,Quadruplex,0.0,0,11215,2770496,3000
311,30584653,40.669762,-73.986815,SingleFamily,1.0,2,11215,2405689,2100
312,30584655,40.670009,-73.987376,SingleFamily,0.0,0,11215,0,4500
313,30584656,40.670302,-73.987953,Duplex,0.0,0,11215,2792666,1900
314,30584679,40.669149,-73.985608,Apartment,1.0,0,11215,0,1710
315,2097660089,40.66762,-73.980757,MultiFamily2To4,2.0,4,11215,1774698,1312
316,2085689658,40.661466,-73.986505,MultiFamily2To4,1.5,2,11215,911945,0
317,30579756,40.662349,-73.988088,Apartment,1.0,2,11215,0,2508
318,30579759,40.661744,-73.987051,Duplex,0.0,0,11215,1621282,1503
319,30579760,40.661688,-73.986957,Duplex,0.0,0,11215,1619501,1503
320,30579763,40.661603,-73.986816,SingleFamily,0.0,0,11215,1541468,1503
321,30579764,40.661574,-73.986769,Apartment,1.0,1,11215,0,1503
322,30579766,40.661507,-73.986686,MultiFamily2To4,2.0,3,11215,1429682,1603
323,30579767,40.661507,-73.986686,MultiFamily2To4,2.0,5,11215,1382869,1602
324,30579769,40.66144,-73.98646,Apartment,1.0,2,11215,0,1008
325,30579770,40.661408,-73.986407,Townhouse,1.0,2,11215,1602195,1260
326,30579783,40.660623,-73.985169,Townhouse,1.0,2,11215,1613479,1283
327,30579785,40.660596,-73.985124,Duplex,0.0,0,11215,1707996,1283
328,30579788,40.660476,-73.984955,Duplex,0.0,0,11215,1704325,1445
329,30579791,40.660319,-73.984695,Condominium,1.0,1,11215,1333363,1777
330,30579794,40.66006,-73.984236,Apartment,1.0,2,11215,0,2004
331,30579822,40.659588,-73.983462,Duplex,0.0,0,11215,1645742,1339
332,30579823,40.659588,-73.983462,Duplex,0.0,0,11215,1645123,1339
333,30579826,40.659503,-73.983321,Duplex,0.0,0,11215,1801970,1339
334,30579827,40.659446,-73.983226,Condominium,1.0,1,11215,1442386,1339
335,30579833,40.658884,-73.982234,SingleFamily,0.0,0,11215,0,1205
336,30579850,40.658384,-73.981467,MultiFamily2To4,1.0,3,11215,1306662,1600
337,30579851,40.658348,-73.981409,Triplex,0.0,0,11215,2221258,1600
338,30579852,40.658315,-73.981353,Apartment,1.0,2,11215,0,1600
339,30579856,40.658168,-73.981138,Triplex,0.0,0,11215,2056417,1520
340,79713799,40.670189,-73.987119,Cooperative,0.0,0,11215,449487,0
341,30589243,40.657811,-73.977986,MultiFamily2To4,0.0,0,11215,1814005,2000
342,2117059612,40.667416,-73.989106,MultiFamily2To4,1.0,3,11215,1098797,0
343,2098378336,40.664681,-73.992437,MultiFamily2To4,1.0,0,11215,720503,0
344,2111663533,40.667857,-73.990021,MultiFamily2To4,1.0,2,11215,964021,0
345,2116978155,40.667339,-73.988929,Unknown,0.0,0,11215,1108530,0
346,2100750483,40.642799,-73.985099,SingleFamily,6.0,12,11218,1273355,2510
347,2100499058,40.642499,-73.985469,Mobile,1.0,0,11218,651339,4800
348,112506725,40.640407,-73.980933,SingleFamily,0.0,0,11218,0,3055
349,30673602,40.640893,-73.981736,MultiFamily2To4,3.0,5,11218,1222794,2003
350,30673595,40.640585,-73.981227,Apartment,1.0,2,11218,0,2000
351,30673546,40.639907,-73.981013,Duplex,0.0,0,11218,1019635,2003
352,112503107,40.644386,-73.987505,SingleFamily,0.0,0,11218,0,4930
353,112502144,40.642567,-73.984465,SingleFamily,0.0,0,11218,0,13844
